,Title,Date,Author,Summary
3155,MJP aluminium stocks decline by 20.9% y-o-y in November,12/28/2020,Hui Li,"Primary aluminium stocks at the three main Japanese ports (MJP) of Osaka, Nagoya and Yokohama fell by 20.9% year on year at the end of November, according to data released on Friday December 25 by major Japanese trading house Marubeni Corp.
"
3153,"LIVE FUTURES REPORT 29/12: Al, Ni down by over 1%; LME complex mixed",12/29/2020,Ana de Liz,"Base metals futures prices on the London Metal Exchange were mixed on Tuesday December 29 morning, with slight gains for copper and nickel but decreases for aluminium and zinc with uncertainty still looming over the United States' coronavirus stimulus checks."
3152,Q1 2021 MJP aluminium premium settles at $130/t - up nearly 48% from Q4 '20,12/29/2020,"Alice Mason, Karen Ng","Fastmarkets’ premium for the supply of aluminium to main Japanese ports (MJP) in the first quarter of 2021 has settled at $130 per tonne, its highest since the third quarter of 2018."
3151,LIVE FUTURES REPORT 29/12: Tin reaches new 2020 high; zinc drops 2%,12/29/2020,Ana de Liz,"The three-month tin price on the London Metal Exchange reached a new 2020 high, while zinc’s forward price saw a 2% slump and the rest of the base metals were mixed at the 5pm close on Tuesday December 29."
3150,WEEKLY BASE METAL PREMIUMS REPORT: 29/12,12/29/2020,Fastmarkets MB staff,A summary of base metals premiums from across the globe for the week to Tuesday December 29.
3154,IN CASE YOU MISSED IT: 5 key stories from December 28,12/29/2020,Fastmarkets MB staff,Here are five Fastmarkets stories you might have missed on Monday December 28 that are worth another look.
3147,"LIVE FUTURES REPORT 30/12: LME base metals little changed; volume low, market quiet",12/30/2020,Alice Mason,Base metals prices on the London Metal Exchange were little changed at the close on Wednesday December 30 amid low volumes and quiet market conditions.
3148,"LIVE FUTURES 30/12: Base metals trade sideways, market cools pre-New Year",12/30/2020,Archie Hunter,"Base metal futures made minimal trade on Wednesday December 30 morning, with market participants expecting the market to remain sluggish until after China's New Year holidays in February, Fastmarkets heard."
3149,IN CASE YOU MISSED IT: 5 key stories from December 29,12/30/2020,Fastmarkets MB staff,Here are five Fastmarkets stories you might have missed on Tuesday December 29 that are worth another look.
3142,Argentina's Aluar aluminium smelter hits 70% capacity,12/31/2020,Renato Rostás,"Argentinian aluminium producer Aluar finished 2020 at 70% capacity utilization, ramping up production from stoppages related to the Covid-19 pandemic and weather conditions earlier in the year, the company said."
3146,"LIVE FUTURES 31/12: Base metal futures dip as US stimulus prospects fade, boost dollar",12/31/2020,Archie Hunter,"London Metal Exchange base metal price futures prices all declined in morning trading on Thursday December 31, with lawmakers in the United States still at loggerheads regarding additional stimulus for the economy there."
3143,"2020 LME BASE METALS PRICE REVIEW: Cu keeps Covid at bay, rises to 2013 levels; nickel spurred on by EV prospects",12/31/2020,Ana de Liz,"The advent of Covid-19 pushed prices to their lowest levels during the first quarter of the year, yet by the end of 2020, most underlying prices on the London Metal Exchange had bounced back to multi-year highs. Fastmarkets looks at why some metals outperformed others."
3145,Shanghai-bonded Al stocks dip 85% m-o-m; zinc inventory up 16% more,12/31/2020,"Karen Ng, Hui Li, Sally Zhang","Aluminium inventories in Shanghai-bonded warehouses had the sharpest drop aside from nickel after stocks were delivered to China on a persistently open arbitrage window, while stocks for copper and zinc continued rising amid no arbitrage opportunities and little activity."
3144,LIVE FUTURES REPORT 31/12: LME base metals dip day on day but end year higher vs Jan 2020,12/31/2020,Alice Mason,"Base metal prices on the London Metal Exchange edged lower at the close on Thursday December 31, with a number of participants still out of the market due to the holiday season.
"
4770,IN CASE YOU MISSED IT: 5 key stories from December 31,1/1/2021,Fastmarkets MB staff,Here are five Fastmarkets stories you might have missed on Thursday December 31 that are worth another look.
4769,MORNING VIEW: Base metals start the year strongly and on high volume,1/4/2021,William Adams,"The new year has started with optimism in the air and base metals prices on the London Metal Exchange and Shanghai Futures Exchange were up by an average of 1.8% and 1.4% respectively this morning, Monday January 14. "
4768,PRICING NOTICE: Holiday pricing schedule for 2021-2022,1/4/2021,Fastmarkets MB staff,View the Fastmarkets holiday pricing schedule for 2021-2022.
4767,LIVE FUTURES REPORT 04/01: LME nickel price rises over 4%; complex upbeat on 2021 first day of trading,1/4/2021,Ana de Liz,"The London Metal Exchange nickel price led the way on morning trading on Monday January 4 with a 4.3% rise from its closing price of 2020, reflecting an upbeat start to the year where all metals’ forward prices rose by more than 1%. "
4766,"SHFE STOCKS REPORT 31/12: Copper has largest inventory change, up 15.3%",1/4/2021,Karen Ng,"Except for copper, base metals stocks in Shanghai Futures Exchange-registered warehouses all recorded falls in the week to Thursday December 31, with zinc down the most by 13%. "
4765,"LIVE FUTURES REPORT 04/01: LME nickel price up 4.8%, tin surpasses $21,000/t ",1/4/2021,Ana de Liz,"The London Metal Exchange three-month nickel price had the biggest rise of 4.8% and tin crossed the $21,000 per tonne mark for the first time since April 2019 in an upbeat start to the year for the entire complex on Monday January 4, where all forward prices rose by more than 1%. "
4764,"MORNING VIEW: Base metals prices continue to strengthen, led by tin",1/5/2021,William Adams,"Strong gains were seen across the base metals on the London Metal Exchange at the start of the week and most of the metals in London and all the metals on the Shanghai Futures Exchange were up again this morning, Tuesday January 5. "
4763,"LIVE FUTURES REPORT 05/01: Tin, copper continue to rise on weak dollar",1/5/2021,Ana de Liz,"The three-month tin price on the London Metal Exchange crossed the $21,200-per-tonne mark while copper edged above $7,900 per tonne during morning trading on Tuesday January 5, with a weak dollar continuing to offset worries about new lockdowns in Europe and the Georgia run-off election in the United States. "
4762,2021 PREVIEW: Will LME spreads or fundamentals drive European aluminium premiums in 2021?,1/5/2021,"Justin Yang, Alice Mason","London Metal Exchange spreads are usually a key driver for duty-unpaid aluminium premiums in Europe but this was not the case toward the end of 2020, leaving market participants wondering what will be main driver in 2021. "
4761,"LIVE FUTURES REPORT 05/01: Copper nears 2020 high, tin surpasses $21,300 ",1/5/2021,Ana de Liz,"Three-month LME copper and tin prices continued to rise on Tuesday January 5, with the red metal coming close to its 2020 high, on a day when the rest of the base metals all saw increases, supported by a low US Dollar Index.

"
4760,"FOCUS: MJP aluminium benchmark for Q1 2021 surpasses expectations on open arb, container shortage",1/5/2021,Karen Ng,"For the first quarter of 2021, the quarterly benchmark main Japanese port (MJP) aluminium premium has settled at $130 per tonne, its highest level since it was settled in July-September 2018 at $132 per tonne.
"
4753,"LIVE FUTURES REPORT 06/01: LME copper reaches new high above $8,100/t, nickel nears $18,000/t",1/6/2021,Ana de Liz,"Copper and nickel hit multi-month and multi-week highs respectively on the London Metal Exchange on Wednesday January 6, spurred by factors such as export delays in Peru, positive sentiment about electric vehicles and a weak US dollar. "
4755,ALUMINA SNAPSHOT: Fob Australia index hits highest since July 2019 on aluminium rally,1/6/2021,Alice Mason,"Key information from the pricing session for Fastmarkets’ alumina index, fob Australia on Wednesday January 6. "
4756,"LIVE FUTURES REPORT 06/01: Copper breaches $8,100/t on Las Bambas export disruption, low US dollar index",1/6/2021,Ana de Liz,Copper rose to a near eight-year high during morning trading on the London Metal Exchange on Wednesday January 6 on news about an output delay from the Las Bambas mine in Peru and anticipation over the results of the Georgia run-off senate elections.
4754,BASE METALS WARRANT REPORT 06/01,1/6/2021,Fastmarkets MB staff,"A summary of London Metal Exchange warrant premiums from across the globe for the week to Wednesday January 6.

"
4758,GLOBAL ALUMINIUM WRAP: Premiums flat across the board to start 2021,1/6/2021,"Alice Mason, Karen Ng, Michael Roh","Spot aluminium premiums in the United States, Europe and Asia were flat on Tuesday January 5, with activity still somewhat muted after it was mostly paused during the December and New Year holidays."
4757,MORNING VIEW: Base metals prices remain upbeat with copper setting new multi-year highs,1/6/2021,William Adams,"Markets seem to be anticipating a Democratic win in the Georgia Senate run-off this morning, Wednesday January 6, and that could be bullish for commodities because a Democratic-controlled US Congress could push through larger fiscal stimulus packages."
4759,IN CASE YOU MISSED IT: 5 key stories from January 5,1/6/2021,Fastmarkets MB staff,Here are five Fastmarkets stories you might have missed on Tuesday January 5 that are worth another look.
4749,"LIVE FUTURES REPORT 07/01: LME copper, nickel extend highs through $8,180, $18,200 per tonne",1/7/2021,Ana de Liz,"Forward prices for copper and nickel on the London Metal Exchange continued to reach new highs during trading on Thursday January 7, while the rest of the base-metals complex showed smaller increases than those seen at the beginning of the week on a marked rebound in the US dollar index.
"
4750,Local rail suspension in Hebei prompts surge in Chinese alumina buying,1/7/2021,Hui Li,"The Chinese alumina price rose slightly this week following a spate of panic buying after railway transport in Shijiazhuang, in the northern Chinese province of Hebei, was suspended amid a rise in Covid-19 infections, market participants told Fastmarkets. "
4752,MORNING VIEW: Base metals continue higher while gold pulls back,1/7/2021,William Adams,"Markets remained upbeat on the morning of Thursday January 7 despite the outbreak of violence in Washington, DC, with nickel joining copper and tin in setting fresh new multi-month highs but gold turning lower."
4751,"LIVE FUTURES REPORT 07/01: LME nickel price breaches $18,000/t; copper, zinc continue higher ",1/7/2021,Ana de Liz,"The three-month nickel price on the London Metals Exchange crossed $18,000 per tonne on the morning of Thursday January 7 and copper continued to stride above $8,000 per tonne in a broadly positive morning for the complex. "
4748,"MORNING VIEW: Base metals prices mixed, equities stronger on further reflation expectations",1/8/2021,William Adams,"Base metals prices were pausing and precious metals were mainly on a back footing this morning, Friday January 8, with sentiment generally bullish on the prospects for greater fiscal spending out of the United States when Joe Biden becomes the president in a few weeks’ time. "
4747,LIVE FUTURES REPORT 08/01: LME complex slows down bullish pace on dollar index uptick,1/8/2021,Ana de Liz,"Base metals forward prices on the London Metals Exchange consolidated on the morning of Friday January 8, ending a week when some reached multi-year rises, due to a recovery in the dollar index. "
4746,SHFE STOCKS REPORT 08/01: Most base metals stocks increase; zinc up by 22.5%,1/8/2021,Sally Zhang,"Base metals, with the exception of copper and nickel, registered increases in inventory levels in Shanghai Futures Exchange-registered warehouses in the week to Friday January 8, with zinc up the most at 22.5%. "
4745,"LIVE FUTURES REPORT 08/01: Zinc, nickel fall more than 2%; base metals consolidate",1/8/2021,Ana de Liz,"Three-month zinc and nickel both fell by more than 2% on Friday January 8, with the LME base metals ending the week with pullbacks from the highs reached in the first days of 2021 after a US Dollar Index rebound.

"
4744,"ALUMINIUM FOUNDRY WRAP: Premiums climb in US, Germany",1/8/2021,"Justin Yang, Michael Roh",Aluminium primary foundry alloy (PFA) premiums in the United States and Germany climbed on Friday January 8 as demand outpaced limited supply in those countries.
4740,Total LME ADV fell 22% in December; aluminium volume down 24%,1/11/2021,Alice Mason,"The London Metal Exchange’s average daily volume (ADV) of trades declined across all base metals in December 2020 despite price rallies, according to latest LME data. "
4738,"LIVE FUTURES REPORT 11/01: LME copper, nickel down by more than 3%",1/11/2021,Ana de Liz,"Copper and nickel’s forward prices shed more than 3% on Monday January 11, in a second day of declines in the base metals complex on the London Metal Exchange, following a sharp increase in the United States dollar index and concerns over a resurgence of Covid-19 cases in China. "
4739,Queues at Istim warehouses in Port Klang fall to 20 days,1/11/2021,Alice Mason,"Waiting times for aluminium at Istim warehouses in Port Klang, Malaysia, fell to just 20 days at the end of December, according to the London Metal Exchange’s latest queue report.

"
4743,IN CASE YOU MISSED IT: 5 key stories from January 8,1/11/2021,Fastmarkets MB staff,Here are five Fastmarkets stories you might have missed on Friday January 8 that are worth another look.
4742,"MORNING VIEW: Base metals prices slip as rally runs into resistance, dollar firms",1/11/2021,William Adams,"Base metals prices were for the most part weaker during morning trading on Monday January 11, while the dollar was firmer in line with strong US treasury yields. "
4741,"LIVE FUTURES REPORT 11/01: Nickel falls to $17,300/t; LME complex dips due to rising dollar index",1/11/2021,Ana de Liz,"Nickel’s forward price was the most affected by a rising United States dollar index in morning trading on the London Metal Exchange on Monday January 11, with the rest of the base metals complex also registering price falls following a bullish first week of 2021. "
4737,MORNING VIEW: Pullback in LME base metals runs into dip-buying,1/12/2021,William Adams,"After further weakness in the base metals on Monday January 11, that saw the complex close down by an average of 1.5%, prices were up across the board on the London Metal Exchange this morning but those on the Shanghai Futures Exchange base metals prices were down across the board while they followed yesterday’s performance on the LME. "
4736,LIVE FUTURES REPORT 12/01: Nickel rebounds 3%; LME complex up on dip-buying,1/12/2021,Ana de Liz,"The London Metal Exchange three-month nickel price increased by over 3% during morning trading on Tuesday January 12, with the rest of the base metals' prices also rising in an episode of dip-buying following the price decline across the complex on Monday. "
4735,LIVE FUTURES REPORT 12/01: LME nickel price leads gains with 3% jump after Monday plunges,1/12/2021,Ana de Liz,"The three-month nickel contract was the biggest gainer on Tuesday January 12 with a 3% rise in a broad-based reversal of fortunes for base metals on the London Metals Exchange, due to expectations of further Covid-19 stimulus in the United States. "
4734,WEEKLY BASE METAL PREMIUMS REPORT: 12/01,1/12/2021,Fastmarkets MB staff,A summary of base metals premiums from across the globe for the week to Tuesday January 12.
4733,GLOBAL ALUMINIUM WRAP: Premiums mostly flat; Brazilian import premium dips,1/12/2021,"Justin Yang, Alice Mason, Karen Ng, Renato Rostás, Michael Roh","Aluminium premiums across the globe were mostly flat in the week ending Tuesday January 12, with market participants continuing to keep a close watch on the volatile London Metal Exchange spreads.
"
4729,"LIVE FUTURES REPORT 13/01: LME lead price gains 1.5%; copper closes above $8,000/t ",1/13/2021,Ana de Liz,"The three-month lead price made the biggest gains among the London Metal Exchange base metals complex on January 13, while the copper price closed above $8,000 per tonne, aided by a stable dollar index and the prospect of a new, trillion-dollar stimulus package in the United States. "
4728,BASE METALS WARRANT REPORT 13/01,1/13/2021,Fastmarkets MB staff,A summary of London Metal Exchange warrant premiums from across the globe for the week to Wednesday January 13.
4731,"LIVE FUTURES REPORT 13/01: LME lead, nickel prices edge up; rest of complex trades sideways ",1/13/2021,Ana de Liz,"Lead and nickel’s forward prices had the biggest increases among the London Metals Exchange complex on Wednesday January 13, with the rest of the metals trading sideways amid supportive sentiment from the prospect of a new stimulus package in the United States. "
4732,"MORNING VIEW: Base metals prices consolidating below highs, above recent dips; all eyes on nickel",1/13/2021,William Adams,"After strong gains on the London Metal Exchange on Tuesday January 12, when prices closed up with gains averaging 1.8%, prices were for the most part little changed this morning, with nickel the main mover."
4730,Falling China aluminium scrap market drags down Asia ADC 12 prices,1/13/2021,Hui Li,Aluminium alloy ADC 12 prices in China and Japan continued to trend down in the week to Wednesday January 13 on reduced production costs after the price of aluminium scrap - used as a raw material - weakened.
4727,HOTTER ON METALS: Funds seek alpha in commodities,1/14/2021,Andrea Hotter,"In an era of historically low interest rates, investors are desperately looking for value. "
4726,MORNING VIEW: Base metals prices looking tired again but potential $2tln relief package might change that,1/14/2021,William Adams,"The base metals on the London Metal Exchange and on the Shanghai Futures Exchange were mixed this morning, Thursday January 14, with prices generally holding up in high ground but some weakness is showing up on the charts in the likes of zinc. "
4725,LIVE FUTURES REPORT 14/01: LME zinc falls 1.7%; nickel is sole metal to gain,1/14/2021,Ana de Liz,"Zinc registered the biggest fall and nickel was the only metal to post gains in the morning session at the London Metal Exchange on Thursday January 14.

"
4724,Rio Tinto U-turns on Tiwai Point aluminium smelter closure by extending ops to 2024,1/14/2021,Alice Mason,"Rio Tinto’s New Zealand Aluminium Smelter (NZAS) in Tiwai Point will continue to operate until December 31, 2024 after reaching an electricity agreement with Meridian Energy, the producer said on Wednesday January 13. "
4723,LME off-warrant stocks near 2mln tonnes; aluminium volumes rise 2.3%,1/14/2021,Ana de Liz,The London Metal Exchange’s latest off-warrant stock data showed an increase of 3.9% in material held outside the LME warehouse network in November 2020.
4722,Rio Tinto to become major scandium oxide producer in Québec,1/14/2021,Andrea Hotter,"Rio Tinto is to become the first producer of high-quality scandium oxide in North America and will produce around one-fifth of the current level of world supply from a planned plant in Québec, Canada.
"
4721,IN CASE YOU MISSED IT: 5 key stories from January 14,1/15/2021,Fastmarkets MB staff,Here are five Fastmarkets stories you might have missed on Thursday January 14 that are worth another look.
4720,MORNING VIEW: LME base metals prices mainly weaker as rallies tire,1/15/2021,William Adams,"The base metals on the London Metal Exchange were mainly weaker this morning, Friday January 15, while those on the Shanghai Futures Exchange were mainly firmer in line with the stronger Chinese fundamentals. "
4719,"LIVE FUTURES REPORT 15/01: Zinc, nickel down by 1.4%; Cu below $8,000/t again",1/15/2021,Ana de Liz,"The London Metal Exchange base metals failed to hold on to the excitement from US President-elect Joe Biden’s speech overnight, with zinc and nickel the hardest hit and copper once again falling below $8,000 per tonne on Friday January 15 and most of complex trading in negative territory."
4718,SHFE STOCKS REPORT 15/01: Most base metals inventories fall; zinc up 23.3%,1/15/2021,Hui Li,"Most base metals recorded a decrease in inventory levels in Shanghai Futures Exchange-registered warehouses in the week to Friday January 15, with the exception of zinc and aluminium."
4717,"Zero-carbon beer cans to hit shelves in Rio Tinto, AB InBev pilot",1/15/2021,Andrea Hotter,Beer cans made from low-carbon aluminium supplied by Rio Tinto are set to hit the shelves in the coming months as a partnership with brewer Anheuser-Busch InBev (AB InBev) enters its pilot phase.
4716,"LIVE FUTURES REPORT 15/01: Zinc falls 2%; Copper drops below $8,000/t ",1/15/2021,Ana de Liz,"The zinc price was the hardest hit as most base metals finished below their psychological price levels on Friday January 15, with a high US dollar resulting in further signs of consolidation taking hold at the London Metals Exchange.  

"
4715,ALUMINIUM BILLET WRAP: Billet premiums highest since 2019 on low availability,1/15/2021,"Justin Yang, Karen Ng, Renato Rostás, Michael Roh","Most global aluminium billet premiums hit their highest levels since 2019 in the week to Friday January 15, with market participants seeing a lack of availability of products across various regions.
"
4709,Britannia Global Markets to ascend to Cat 2 on LME in February,1/18/2021,Ana de Liz,"Britannia Global Markets’ application to become a category 2 broking member of the London Metal Exchange has been approved by the exchange, its parent company said on Monday January 18."
4710,112k aluminium delivery puts Gwangyang as new hotspot; spreads to widen,1/18/2021,"Justin Yang, Alice Mason","A delivery of over 100,000 tonnes of aluminium into warehouses across the London Metal Exchange network should be supportive of wider contangos and higher premiums, market participants told Fastmarkets."
4711,"INTERVIEW: ‘ONI is utilizing big data to drive improvements,’ Head says",1/18/2021,Fastmarkets MB staff,Holman Head retired from his role as president and chief operating officer of O’Neal Industries (ONI) at the end of September. He recalls the substantial growth of the business during his 40-year career with the company and discusses likely future trends with Fastmarkets’ Bette Kovach.
4708,LIVE FUTURES REPORT 18/01: LME aluminium price dips on 112kt delivery; tin up 0.6%,1/18/2021,Ana de Liz,"The London Metal Exchange aluminium forward price was dented by almost 1% by a sizeable delivery of material to registered warehouses, while tin recorded the biggest increase at the 5pm close on Monday January 18. "
4713,MORNING VIEW: Base metals prices supported by strong data out of China,1/18/2021,William Adams,"The base metals on the London Metal Exchange were mainly stronger this morning, Monday January 18, aided by some strong economic data in China, including gross domestic product (GDP) that showed growth of 6.5% year on year in the fourth quarter, which was stronger than the 6.2% expected and up from 4.9% in the third quarter. "
4714,IN CASE YOU MISSED IT: 5 key stories from January 15,1/18/2021,Fastmarkets MB staff,Here are five Fastmarkets stories you might have missed on Friday January 15 that are worth another look.
4712,LIVE FUTURES REPORT 18/01: Mixed start to the week for LME base metals,1/18/2021,Ana de Liz,"LME base metals prices had a mixed start on the morning of January 18, despite positive economic data coming out of China, with copper and nickel rising but zinc falling, capped by a high US Dollar Index. 

"
4700,"LIVE FUTURES REPORT 19/01: LME lead, nickel make gains near 1%",1/19/2021,Ana de Liz,"London Metal Exchange lead and nickel made gains close to 1% during the afternoon trading session on Tuesday January 19, with a lower US dollar index giving metals some space to recuperate their forward prices. "
4701,HOTTER ON METALS: Changing LME clearing model could kill the golden goose,1/19/2021,Andrea Hotter,The London Metal Exchange and its clearing house are revisiting a proposal to transition to a different way of calculating its clearing methodology.
4702,HOTTER ON METALS: Covid-19 to kill the LME ring,1/19/2021,Andrea Hotter,Covid-19 appears to have claimed another casualty: the London Metal Exchange ring trading floor.
4703,"LME proposes to permanently shut ring, incentivize electronic trade",1/19/2021,Andrea Hotter,"The London Metal Exchange is proposing the permanent closure of its open-outcry trading floor and the incentivization of greater liquidity on its electronic trading platform, LMESelect. "
4699,WEEKLY BASE METAL PREMIUMS REPORT: 19/01,1/19/2021,Fastmarkets MB staff,A summary of base metals premiums from across the globe for the week to Tuesday January 19.
4705,Rusal partners with Mingtai Aluminium to produce low-carbon products,1/19/2021,Alice Mason,"Aluminium producer Rusal has partnered with Henan Mingtai Aluminium to deliver low-carbon aluminium products to meet growing market demand, it said on Tuesday January 19. "
4706,LIVE FUTURES REPORT 19/01: Copper sole LME base metal to make gains; Al continues to fall,1/19/2021,Ana de Liz,"Copper was the only base metal on the London Metal Exchange to register a gain during morning trading on Tuesday January 19, while aluminium’s forward price continued to drop and tin recorded the biggest decline, with the complex still capped by a firm dollar."
4704,AT A GLANCE: Rio Tinto’s 2020 Al output stable; bauxite production at 56.1 mln,1/19/2021,Alice Mason,A summary of Rio Tinto’s fourth-quarter 2020 production results.
4707,MORNING VIEW: LME base metals prices mixed with aluminium following zinc lower,1/19/2021,William Adams,"Base metals prices on the London Metal Exchange were mixed this morning, Tuesday January 19, but aluminium prices have followed recent weakness in zinc, breaking support levels in the process. "
4698,IN CASE YOU MISSED IT: 5 key stories from January 19,1/20/2021,Fastmarkets MB staff,Here are five Fastmarkets stories you might have missed on Tuesday January 19 that are worth another look.
4697,"GLOBAL ALUMINIUM WRAP: Steady demand, return of contango keep global premiums up",1/20/2021,"Justin Yang, Karen Ng, Michael Roh","Aluminium premiums were supported on Tuesday January 19 by steady downstream demand and the return of a contango on London Metal Exchange price spreads.
"
4696,MORNING VIEW: Base metals prices mixed but dips find support,1/20/2021,William Adams,"Base metals prices on the London Metal Exchange and Shanghai Futures Exchange were once again mixed this morning, Wednesday January 20, but the likelihood of plentiful US fiscal stimulus in the days ahead is likely to underpin markets at least for a while, although any new measures to tackle Covid-19 may well become a headwind. "
4695,"LIVE FUTURES REPORT 20/01: Copper back above $8,000/t; Al, Zn up 1%",1/20/2021,Ana de Liz,"There were gains across the board for the London Metal Exchange base metals this morning, Wednesday January 20, with a weaker US Dollar Index and a firm commitment on further stimulus in the United States pushing copper and aluminium up by 1.2% and 1% respectively. "
4694,Germany's Audi becomes first OEM to gain certification for responsible aluminium sourcing,1/20/2021,Alice Mason,"German automaker Audi has gained recognition for its sustainable and responsible sourcing of aluminium by attaining the Aluminium Stewardship Initiative (ASI) ""Chain of Custody Standard"" (CoC).
 
"
4693,"‘Inevitable’ LME ring closure sad but date structure is key benefit, market says",1/20/2021,Alice Mason,"The London Metal Exchange’s trading ring no longer serves an “irreplaceable function” and its permanent closure is inevitable, market participants have told Fastmarkets.
"
4692,BASE METALS WARRANT REPORT 20/01,1/20/2021,Fastmarkets MB staff,A summary of London Metal Exchange warrant premiums from across the globe for the week to Wednesday January 20.
4691,"LIVE FUTURES REPORT 20/01: Tin up 2%, copper above $8,000 as Biden administration begins",1/20/2021,Ana de Liz,"The price of tin rose by more than 2% and copper rose to more than $8,000 per tonne on Wednesday January 20, with the London Metal Exchange base-metals complex bullish at the start of the Biden presidential administration in the United States.
"
4681,"LIVE FUTURES REPORT 21/01: LME tin price hits 2014 high; aluminium, nickel gain on weaker dollar ",1/21/2021,Ana de Liz,"Tin’s forward price on the London metal Exchange rose to near seven-year highs above $22,000 per tonne on Thursday January 21 and aluminium and nickel posted gains just short of 1%, supported during trading by a weaker dollar index. "
4684,Lotte Aluminium gains first ASI certification in South Korea,1/21/2021,Alice Mason,"Lotte Aluminium has been certified against the Aluminium Stewardship Initiative (ASI) Chain of Custody (Coc) Standard at its rolling facility in Ansan, South Korea, it said on January 21."
4682,"LME proposes warrant holding limits, stock reporting portal to manage market conduct",1/21/2021,Alice Mason,"Hidden under the big headline of the ring closing, the London Metal Exchange’s recent discussion paper also asked market participants for feedback on stocks, physical movements and market squeezes. "
4683,IN FIGURES: China 2020 aluminium ingot imports soar; alumina imports up 130% y-o-y,1/21/2021,Hui Li,A summary of China’s alumina and aluminium ingot imports for December 2020 and the full-year 2020 from China customs data released on January 20.
4685,"LIVE FUTURES REPORT 21/01: LME tin price breaches $22,000/t; complex positive at start of Biden administration ",1/21/2021,Ana de Liz,"The London Metal Exchange three-month tin price surpassed the $22,000 per tonne mark during early trading on Thursday January 21, while the complex as a whole moved up due to a weaker dollar, rising equity markets and bullish sentiment after Joe Biden’s inauguration as the 46th US president on Wednesday."
4687,Trump removes 232 Al tariff on UAE in final minutes of presidency,1/21/2021,Michael Roh,"Hours before the inauguration of US President Joe Biden, former president Donald Trump replaced the Section 232 aluminium tariff on the United Arab Emirates (UAE) with a quota. The US market was blindsided but participants called the action inconsequential."
4688,"AT A GLANCE: Alcoa sets production records in bauxite, alumina despite 'challenging' 2020",1/21/2021,Michael Roh,A summary of aluminium and alumina producer Alcoa’s fourth-quarter and full-year 2020 earnings results.
4689,HOTTER ON METALS: Fee differentiator plan aims to drive liquidity,1/21/2021,Andrea Hotter,A differentiated fee structure designed to drive member-to-member trade away from the telephone market is being proposed by the London Metal Exchange as part of its discussion paper.
4690,IN CASE YOU MISSED IT: 5 key stories from January 20,1/21/2021,Fastmarkets MB staff,Here are five Fastmarkets stories you might have missed on Wednesday January 20 that are worth another look.
4686,"MORNING VIEW: Base metals prices, broader markets bullish",1/21/2021,William Adams,"Base metals prices on the London Metal Exchange and Shanghai Futures Exchange were up across the board this morning, Thursday January 21, showing dips and pauses are attracting further buying, with tin and nickel leading on the upside. "
4678,"Primary global aluminium production rose 4% in Dec 2020, IAI says",1/22/2021,Karen Ng,"Statistics released by the International Aluminium Institute on Thursday January 21 showed that global monthly aluminium production in December 2020 rose by 4.22% year on year.
"
4677,"LIVE FUTURES REPORT 22/01: Tin up 3.4%, lead up 2.5% in week of Biden boost but rising Covid-19 worries",1/22/2021,Ana de Liz,"The London Metal Exchange base-metals complex finished the week to Friday January 22 on a broadly positive note, with most metals prices up from their Monday levels, albeit trading sideways from Thursday.
"
4680,MORNING VIEW: Base metals prices pull back as markets generally take a breather,1/22/2021,William Adams,"Base metals prices on the London Metal Exchange and Shanghai Futures Exchange were for the most part down on Friday January 22, after having been up across the board a day earlier, while markets generally seem to be taking a breather after the enthusiasm the US presidential inauguration brought. "
4679,LIVE FUTURES REPORT 22/01: Nickel down 1.5%; LME complex deflates after Biden bounce,1/22/2021,Ana de Liz,"The London Metal Exchange complex traded downward on Friday January 22 morning, with nickel down the most with a 1.5% drop and metals relenting on their recent rises due to the ‘Biden bounce’, even as the dollar continued to weaken. "
4676,MORNING VIEW: Base metals prices mainly upbeat as dips continue to be bought,1/25/2021,William Adams,"Base metals prices on the London Metal Exchange and Shanghai Futures Exchange were for the most part firmer on Monday January 25, after having dipped on Friday – optimism over US President Joe Biden’s $1.9 trillion fiscal stimulus plan was outstripping the worrying news about the new Covid-19 cases in China. "
4675,"LIVE FUTURES REPORT 25/01: Gains of over 1% for LME tin and lead on low dollar, dip-buying ",1/25/2021,Ana de Liz,"Tin and lead’s forward prices on the London Metal Exchange had the biggest gains of Monday January 25, with the prospect of a Covid-19 economic stimulus being passed in the United States overshadowing concerns over the extension of lockdowns elsewhere in the world. "
4674,European secondary aluminium ingot price retreats from five-year high on reduced Asian buying,1/25/2021,Hassan Butt,"The price range for secondary aluminium ingot across Europe declined by just over 2% at the midpoint on Friday January 22, the downturn coming after market participants reported a dip in purchasing appetite from Asian buyers ahead of China’s Lunar New Year holiday next month.
"
4673,LME sets launch date for lithium futures contract settled against Fastmarkets price,1/25/2021,"Alice Mason, Dalila Ouerghi","The London Metal Exchange will launch its new cash-settled lithium futures contract on June 14, 2021, settled against Fastmarkets’ price assessment for lithium hydroxide monohydrate. "
4672,"LIVE FUTURES REPORT 25/01: Tin sets new 2021 high; aluminium rises despite 84,000t cancellation, rising dollar",1/25/2021,Ana de Liz,"Tin’s forward price reached a new year-to-date high on the London Metal Exchange on Monday January 25, while other prices were mixed despite a slight rise in the United States dollar index throughout the day. "
4665,Grafton Warehouse Services listed as new LME warehouse company,1/26/2021,Justin Yang,"The London Metal Exchange has registered Grafton Warehouse Services' Port Klang warehouse to be a part of the London Metal Exchange's network, according to a notice from the exchange on Tuesday January 26."
